word,letters,count,letter_1,letter_2,letter_3,letter_4,letter_5,letter_6,letter_7
氏素姓,"['氏', '素', '姓']",3,氏,素,姓,,,,
氏長,"['氏', '長']",2,氏,長,,,,,
氐宿,"['氐', '宿']",2,氐,宿,,,,,
民主主義体制,"['民', '主', '主', '義', '体', '制']",6,民,主,主,義,体,制,
民主主義国,"['民', '主', '主', '義', '国']",5,民,主,主,義,国,,
民主主義国家,"['民', '主', '主', '義', '国', '家']",6,民,主,主,義,国,家,
民主主義者,"['民', '主', '主', '義', '者']",5,民,主,主,義,者,,
民主党,"['民', '主', '党']",3,民,主,党,,,,
民主制,"['民', '主', '制']",3,民,主,制,,,,
民主化,"['民', '主', '化']",3,民,主,化,,,,
民主化運動,"['民', '主', '化', '運', '動']",5,民,主,化,運,動,,
民主国,"['民', '主', '国']",3,民,主,国,,,,
民主国家,"['民', '主', '国', '家']",4,民,主,国,家,,,
民主改革,"['民', '主', '改', '革']",4,民,主,改,革,,,
民主政体,"['民', '主', '政', '体']",4,民,主,政,体,,,
民主政府,"['民', '主', '政', '府']",4,民,主,政,府,,,
民主政治,"['民', '主', '政', '治']",4,民,主,政,治,,,
民主教育協会,"['民', '主', '教', '育', '協', '会']",6,民,主,教,育,協,会,
民主活動家,"['民', '主', '活', '動', '家']",5,民,主,活,動,家,,
民主的,"['民', '主', '的']",3,民,主,的,,,,
民主的平和論,"['民', '主', '的', '平', '和', '論']",6,民,主,的,平,和,論,
民主社会,"['民', '主', '社', '会']",4,民,主,社,会,,,
民主社会主義,"['民', '主', '社', '会', '主', '義']",6,民,主,社,会,主,義,
民主自由党,"['民', '主', '自', '由', '党']",5,民,主,自,由,党,,
民事上,"['民', '事', '上']",3,民,事,上,,,,
民事事件,"['民', '事', '事', '件']",4,民,事,事,件,,,
民事介入暴力,"['民', '事', '介', '入', '暴', '力']",6,民,事,介,入,暴,力,
民事再生法,"['民', '事', '再', '生', '法']",5,民,事,再,生,法,,
民事局,"['民', '事', '局']",3,民,事,局,,,,
民事法律扶助,"['民', '事', '法', '律', '扶', '助']",6,民,事,法,律,扶,助,
民事的,"['民', '事', '的']",3,民,事,的,,,,
民事裁判,"['民', '事', '裁', '判']",4,民,事,裁,判,,,
民事裁判所,"['民', '事', '裁', '判', '所']",5,民,事,裁,判,所,,
民事訴訟,"['民', '事', '訴', '訟']",4,民,事,訴,訟,,,
民事訴訟法,"['民', '事', '訴', '訟', '法']",5,民,事,訴,訟,法,,
民事調停,"['民', '事', '調', '停']",4,民,事,調,停,,,
民人,"['民', '人']",2,民,人,,,,,
民俗学,"['民', '俗', '学']",3,民,俗,学,,,,
民俗舞踊,"['民', '俗', '舞', '踊']",4,民,俗,舞,踊,,,
民俗芸能,"['民', '俗', '芸', '能']",4,民,俗,芸,能,,,
民俗音楽,"['民', '俗', '音', '楽']",4,民,俗,音,楽,,,
民兵組織,"['民', '兵', '組', '織']",4,民,兵,組,織,,,
民具,"['民', '具']",2,民,具,,,,,
民利,"['民', '利']",2,民,利,,,,,
民営化,"['民', '営', '化']",3,民,営,化,,,,
民営化企業,"['民', '営', '化', '企', '業']",5,民,営,化,企,業,,
民営鉄道,"['民', '営', '鉄', '道']",4,民,営,鉄,道,,,
民団,"['民', '団']",2,民,団,,,,,
民国,"['民', '国']",2,民,国,,,,,
民報,"['民', '報']",2,民,報,,,,,
民定憲法,"['民', '定', '憲', '法']",4,民,定,憲,法,,,
民宿,"['民', '宿']",2,民,宿,,,,,
民居,"['民', '居']",2,民,居,,,,,
民屋,"['民', '屋']",2,民,屋,,,,,
民工,"['民', '工']",2,民,工,,,,,
民徳,"['民', '徳']",2,民,徳,,,,,
民戸,"['民', '戸']",2,民,戸,,,,,
民放,"['民', '放']",2,民,放,,,,,
民放局,"['民', '放', '局']",3,民,放,局,,,,
民政党,"['民', '政', '党']",3,民,政,党,,,,
民政移管,"['民', '政', '移', '管']",4,民,政,移,管,,,
民政部,"['民', '政', '部']",3,民,政,部,,,,
民政長官,"['民', '政', '長', '官']",4,民,政,長,官,,,
民数記,"['民', '数', '記']",3,民,数,記,,,,
民族上,"['民', '族', '上']",3,民,族,上,,,,
民族主義,"['民', '族', '主', '義']",4,民,族,主,義,,,
民族主義者,"['民', '族', '主', '義', '者']",5,民,族,主,義,者,,
民族共和国,"['民', '族', '共', '和', '国']",5,民,族,共,和,国,,
民族分布,"['民', '族', '分', '布']",4,民,族,分,布,,,
民族史,"['民', '族', '史']",3,民,族,史,,,,
民族国家,"['民', '族', '国', '家']",4,民,族,国,家,,,
民族大移動,"['民', '族', '大', '移', '動']",5,民,族,大,移,動,,
民族大虐殺,"['民', '族', '大', '虐', '殺']",5,民,族,大,虐,殺,,
民族学,"['民', '族', '学']",3,民,族,学,,,,
民族学者,"['民', '族', '学', '者']",4,民,族,学,者,,,
民族宗教,"['民', '族', '宗', '教']",4,民,族,宗,教,,,
民族差別,"['民', '族', '差', '別']",4,民,族,差,別,,,
民族性,"['民', '族', '性']",3,民,族,性,,,,
民族意識,"['民', '族', '意', '識']",4,民,族,意,識,,,
民族服,"['民', '族', '服']",3,民,族,服,,,,
民族植物学,"['民', '族', '植', '物', '学']",5,民,族,植,物,学,,
民族浄化,"['民', '族', '浄', '化']",4,民,族,浄,化,,,
民族独立,"['民', '族', '独', '立']",4,民,族,独,立,,,
民族的,"['民', '族', '的']",3,民,族,的,,,,
民族社会主義,"['民', '族', '社', '会', '主', '義']",6,民,族,社,会,主,義,
民族精神,"['民', '族', '精', '神']",4,民,族,精,神,,,
民族紛争,"['民', '族', '紛', '争']",4,民,族,紛,争,,,
民族統一主義,"['民', '族', '統', '一', '主', '義']",6,民,族,統,一,主,義,
民族自決,"['民', '族', '自', '決']",4,民,族,自,決,,,
民族自決主義,"['民', '族', '自', '決', '主', '義']",6,民,族,自,決,主,義,
民族至上主義,"['民', '族', '至', '上', '主', '義']",6,民,族,至,上,主,義,
民族衣装,"['民', '族', '衣', '装']",4,民,族,衣,装,,,
民族解放,"['民', '族', '解', '放']",4,民,族,解,放,,,
民族解放戦争,"['民', '族', '解', '放', '戦', '争']",6,民,族,解,放,戦,争,
民族解放運動,"['民', '族', '解', '放', '運', '動']",6,民,族,解,放,運,動,
民族誌,"['民', '族', '誌']",3,民,族,誌,,,,
民族誌学,"['民', '族', '誌', '学']",4,民,族,誌,学,,,
民族資本,"['民', '族', '資', '本']",4,民,族,資,本,,,
民族集団,"['民', '族', '集', '団']",4,民,族,集,団,,,
民族音楽,"['民', '族', '音', '楽']",4,民,族,音,楽,,,
民明書房,"['民', '明', '書', '房']",4,民,明,書,房,,,
民暴,"['民', '暴']",2,民,暴,,,,,
民有化,"['民', '有', '化']",3,民,有,化,,,,
民有地,"['民', '有', '地']",3,民,有,地,,,,
民有林,"['民', '有', '林']",3,民,有,林,,,,
民権主義,"['民', '権', '主', '義']",4,民,権,主,義,,,
民民規制,"['民', '民', '規', '制']",4,民,民,規,制,,,
民泊,"['民', '泊']",2,民,泊,,,,,
民法典,"['民', '法', '典']",3,民,法,典,,,,
民生委員,"['民', '生', '委', '員']",4,民,生,委,員,,,
民生用,"['民', '生', '用']",3,民,生,用,,,,
民生用機,"['民', '生', '用', '機']",4,民,生,用,機,,,
民画,"['民', '画']",2,民,画,,,,,
民社党,"['民', '社', '党']",3,民,社,党,,,,
民福,"['民', '福']",2,民,福,,,,,
民約説,"['民', '約', '説']",3,民,約,説,,,,
民約論,"['民', '約', '論']",3,民,約,論,,,,
民自党,"['民', '自', '党']",3,民,自,党,,,,
民芸品,"['民', '芸', '品']",3,民,芸,品,,,,
民芸紙,"['民', '芸', '紙']",3,民,芸,紙,,,,
民衆化,"['民', '衆', '化']",3,民,衆,化,,,,
民衆扇動,"['民', '衆', '扇', '動']",4,民,衆,扇,動,,,
民衆文化,"['民', '衆', '文', '化']",4,民,衆,文,化,,,
民衆文字,"['民', '衆', '文', '字']",4,民,衆,文,字,,,
民衆殺戮,"['民', '衆', '殺', '戮']",4,民,衆,殺,戮,,,
民衆的,"['民', '衆', '的']",3,民,衆,的,,,,
民衆駅,"['民', '衆', '駅']",3,民,衆,駅,,,,
民訴,"['民', '訴']",2,民,訴,,,,,
民訴法,"['民', '訴', '法']",3,民,訴,法,,,,
民論,"['民', '論']",2,民,論,,,,,
民謡音階,"['民', '謡', '音', '階']",4,民,謡,音,階,,,
民譚,"['民', '譚']",2,民,譚,,,,,
民譚集,"['民', '譚', '集']",3,民,譚,集,,,,
民踊,"['民', '踊']",2,民,踊,,,,,
民進党,"['民', '進', '党']",3,民,進,党,,,,
民部省,"['民', '部', '省']",3,民,部,省,,,,
民鉄,"['民', '鉄']",2,民,鉄,,,,,
民間人,"['民', '間', '人']",3,民,間,人,,,,
民間企業,"['民', '間', '企', '業']",4,民,間,企,業,,,
民間会社,"['民', '間', '会', '社']",4,民,間,会,社,,,
民間伝承,"['民', '間', '伝', '承']",4,民,間,伝,承,,,
民間信仰,"['民', '間', '信', '仰']",4,民,間,信,仰,,,
民間債権,"['民', '間', '債', '権']",4,民,間,債,権,,,
民間分類,"['民', '間', '分', '類']",4,民,間,分,類,,,
民間団体,"['民', '間', '団', '体']",4,民,間,団,体,,,
民間外交,"['民', '間', '外', '交']",4,民,間,外,交,,,
民間宅地指導室,"['民', '間', '宅', '地', '指', '導', '室']",7,民,間,宅,地,指,導,室
民間情報教育局,"['民', '間', '情', '報', '教', '育', '局']",7,民,間,情,報,教,育,局
民間放送,"['民', '間', '放', '送']",4,民,間,放,送,,,
民間放送局,"['民', '間', '放', '送', '局']",5,民,間,放,送,局,,
民間機,"['民', '間', '機']",3,民,間,機,,,,
民間療法,"['民', '間', '療', '法']",4,民,間,療,法,,,
民間航空局,"['民', '間', '航', '空', '局']",5,民,間,航,空,局,,
民間航空機,"['民', '間', '航', '空', '機']",5,民,間,航,空,機,,
民間薬,"['民', '間', '薬']",3,民,間,薬,,,,
民間語源,"['民', '間', '語', '源']",4,民,間,語,源,,,
民間説話,"['民', '間', '説', '話']",4,民,間,説,話,,,
民間調査機関,"['民', '間', '調', '査', '機', '関']",6,民,間,調,査,機,関,
民間賃貸住宅,"['民', '間', '賃', '貸', '住', '宅']",6,民,間,賃,貸,住,宅,
民間資本,"['民', '間', '資', '本']",4,民,間,資,本,,,
民間軍事会社,"['民', '間', '軍', '事', '会', '社']",6,民,間,軍,事,会,社,
民間部門,"['民', '間', '部', '門']",4,民,間,部,門,,,
民間防衛,"['民', '間', '防', '衛']",4,民,間,防,衛,,,
民間飛行,"['民', '間', '飛', '行']",4,民,間,飛,行,,,
民需品,"['民', '需', '品']",3,民,需,品,,,,
民青,"['民', '青']",2,民,青,,,,,
民風,"['民', '風']",2,民,風,,,,,
気中濃度,"['気', '中', '濃', '度']",4,気,中,濃,度,,,
気乗薄,"['気', '乗', '薄']",3,気,乗,薄,,,,
気付薬,"['気', '付', '薬']",3,気,付,薬,,,,
気体力学,"['気', '体', '力', '学']",4,気,体,力,学,,,
気体定数,"['気', '体', '定', '数']",4,気,体,定,数,,,
気候危機,"['気', '候', '危', '機']",4,気,候,危,機,,,
気候変動,"['気', '候', '変', '動']",4,気,候,変,動,,,
気候学,"['気', '候', '学']",3,気,候,学,,,,
気候学者,"['気', '候', '学', '者']",4,気,候,学,者,,,
気候帯,"['気', '候', '帯']",3,気,候,帯,,,,
気候感度,"['気', '候', '感', '度']",4,気,候,感,度,,,
気候正義,"['気', '候', '正', '義']",4,気,候,正,義,,,
気候療法,"['気', '候', '療', '法']",4,気,候,療,法,,,
気候要素,"['気', '候', '要', '素']",4,気,候,要,素,,,
気候風土,"['気', '候', '風', '土']",4,気,候,風,土,,,
気儘,"['気', '儘']",2,気,儘,,,,,
気儘勝手,"['気', '儘', '勝', '手']",4,気,儘,勝,手,,,
気儘放題,"['気', '儘', '放', '題']",4,気,儘,放,題,,,
気分一新,"['気', '分', '一', '新']",4,気,分,一,新,,,
気分屋,"['気', '分', '屋']",3,気,分,屋,,,,
気分次第,"['気', '分', '次', '第']",4,気,分,次,第,,,
気分爽快,"['気', '分', '爽', '快']",4,気,分,爽,快,,,
気分転換,"['気', '分', '転', '換']",4,気,分,転,換,,,
気分障害,"['気', '分', '障', '害']",4,気,分,障,害,,,
気分高揚,"['気', '分', '高', '揚']",4,気,分,高,揚,,,
気切,"['気', '切']",2,気,切,,,,,
気力旺盛,"['気', '力', '旺', '盛']",4,気,力,旺,盛,,,
気力横溢,"['気', '力', '横', '溢']",4,気,力,横,溢,,,
気功,"['気', '功']",2,気,功,,,,,
気功師,"['気', '功', '師']",3,気,功,師,,,,
気化器,"['気', '化', '器']",3,気,化,器,,,,
気化熱,"['気', '化', '熱']",3,気,化,熱,,,,
気化爆弾,"['気', '化', '爆', '弾']",4,気,化,爆,弾,,,
気印,"['気', '印']",2,気,印,,,,,
気取子,"['気', '取', '子']",3,気,取,子,,,,
気吹,"['気', '吹']",2,気,吹,,,,,
気団,"['気', '団']",2,気,団,,,,,
気圧計,"['気', '圧', '計']",3,気,圧,計,,,,
気圧配置,"['気', '圧', '配', '置']",4,気,圧,配,置,,,
気嫌,"['気', '嫌']",2,気,嫌,,,,,
気孔体,"['気', '孔', '体']",3,気,孔,体,,,,
気孔蒸散,"['気', '孔', '蒸', '散']",4,気,孔,蒸,散,,,
気学,"['気', '学']",2,気,学,,,,,
気宇仙,"['気', '宇', '仙']",3,気,宇,仙,,,,
気宇広大,"['気', '宇', '広', '大']",4,気,宇,広,大,,,
気宇広濶,"['気', '宇', '広', '濶']",4,気,宇,広,濶,,,
気宇広闊,"['気', '宇', '広', '闊']",4,気,宇,広,闊,,,
気室,"['気', '室']",2,気,室,,,,,
気密室,"['気', '密', '室']",3,気,密,室,,,,
気密性,"['気', '密', '性']",3,気,密,性,,,,
気層,"['気', '層']",2,気,層,,,,,
気嵩,"['気', '嵩']",2,気,嵩,,,,,
気慨,"['気', '慨']",2,気,慨,,,,,
気楽蜻蛉,"['気', '楽', '蜻', '蛉']",4,気,楽,蜻,蛉,,,
気欝,"['気', '欝']",2,気,欝,,,,,
気欝症,"['気', '欝', '症']",3,気,欝,症,,,,
気死,"['気', '死']",2,気,死,,,,,
気泡核,"['気', '泡', '核']",3,気,泡,核,,,,
気泡風呂,"['気', '泡', '風', '呂']",4,気,泡,風,呂,,,
気温差,"['気', '温', '差']",3,気,温,差,,,,
気温感応度,"['気', '温', '感', '応', '度']",5,気,温,感,応,度,,
気無精,"['気', '無', '精']",3,気,無,精,,,,
気焰,"['気', '焰']",2,気,焰,,,,,
気相,"['気', '相']",2,気,相,,,,,
気真面目,"['気', '真', '面', '目']",4,気,真,面,目,,,
気稟,"['気', '稟']",2,気,稟,,,,,
気立,"['気', '立']",2,気,立,,,,,
気管内挿管,"['気', '管', '内', '挿', '管']",5,気,管,内,挿,管,,
気管切開,"['気', '管', '切', '開']",4,気,管,切,開,,,
気管挿管,"['気', '管', '挿', '管']",4,気,管,挿,管,,,
気管支喘息,"['気', '管', '支', '喘', '息']",5,気,管,支,喘,息,,
気管支痙攣,"['気', '管', '支', '痙', '攣']",5,気,管,支,痙,攣,,
気管支肺炎,"['気', '管', '支', '肺', '炎']",5,気,管,支,肺,炎,,
気管支鏡,"['気', '管', '支', '鏡']",4,気,管,支,鏡,,,
気管炎,"['気', '管', '炎']",3,気,管,炎,,,,
気腔,"['気', '腔']",2,気,腔,,,,,
気腫,"['気', '腫']",2,気,腫,,,,,
気腫疽菌,"['気', '腫', '疽', '菌']",4,気,腫,疽,菌,,,
気血水,"['気', '血', '水']",3,気,血,水,,,,
気褄,"['気', '褄']",2,気,褄,,,,,
気象予報,"['気', '象', '予', '報']",4,気,象,予,報,,,
気象予報士,"['気', '象', '予', '報', '士']",5,気,象,予,報,士,,
気象協会,"['気', '象', '協', '会']",4,気,象,協,会,,,
気象危機,"['気', '象', '危', '機']",4,気,象,危,機,,,
気象大学校,"['気', '象', '大', '学', '校']",5,気,象,大,学,校,,
気象学,"['気', '象', '学']",3,気,象,学,,,,
気象学者,"['気', '象', '学', '者']",4,気,象,学,者,,,
気象局,"['気', '象', '局']",3,気,象,局,,,,
気象庁,"['気', '象', '庁']",3,気,象,庁,,,,
気象情報,"['気', '象', '情', '報']",4,気,象,情,報,,,
気象業務,"['気', '象', '業', '務']",4,気,象,業,務,,,
気象災害,"['気', '象', '災', '害']",4,気,象,災,害,,,
気象研究所,"['気', '象', '研', '究', '所']",5,気,象,研,究,所,,
気象衛星,"['気', '象', '衛', '星']",4,気,象,衛,星,,,
気象観測,"['気', '象', '観', '測']",4,気,象,観,測,,,
気象観測船,"['気', '象', '観', '測', '船']",5,気,象,観,測,船,,
気象警報,"['気', '象', '警', '報']",4,気,象,警,報,,,
気象通報,"['気', '象', '通', '報']",4,気,象,通,報,,,
気送管,"['気', '送', '管']",3,気,送,管,,,,
気道感染,"['気', '道', '感', '染']",4,気,道,感,染,,,
気違日和,"['気', '違', '日', '和']",4,気,違,日,和,,,
気量,"['気', '量']",2,気,量,,,,,
気門,"['気', '門']",2,気,門,,,,,
気閘,"['気', '閘']",2,気,閘,,,,,
気随気儘,"['気', '随', '気', '儘']",4,気,随,気,儘,,,
気音,"['気', '音']",2,気,音,,,,,
気骨稜稜,"['気', '骨', '稜', '稜']",4,気,骨,稜,稜,,,
気鬱症,"['気', '鬱', '症']",3,気,鬱,症,,,,
気鳴楽器,"['気', '鳴', '楽', '器']",4,気,鳴,楽,器,,,
氛氳,"['氛', '氳']",2,氛,氳,,,,,
氣儘,"['氣', '儘']",2,氣,儘,,,,,
氣功,"['氣', '功']",2,氣,功,,,,,
氣象,"['氣', '象']",2,氣,象,,,,,
氤氳,"['氤', '氳']",2,氤,氳,,,,,
水上下,"['水', '上', '下']",3,水,上,下,,,,
水上機,"['水', '上', '機']",3,水,上,機,,,,
水上機母艦,"['水', '上', '機', '母', '艦']",5,水,上,機,母,艦,,
水上生活者,"['水', '上', '生', '活', '者']",5,水,上,生,活,者,,
水上競技,"['水', '上', '競', '技']",4,水,上,競,技,,,
水上警察,"['水', '上', '警', '察']",4,水,上,警,察,,,
水上輸送,"['水', '上', '輸', '送']",4,水,上,輸,送,,,
水上飛行機,"['水', '上', '飛', '行', '機']",5,水,上,飛,行,機,,
水下痢,"['水', '下', '痢']",3,水,下,痢,,,,
水中写真,"['水', '中', '写', '真']",4,水,中,写,真,,,
水中毒,"['水', '中', '毒']",3,水,中,毒,,,,
水中生物観察,"['水', '中', '生', '物', '観', '察']",6,水,中,生,物,観,察,
水中眼鏡,"['水', '中', '眼', '鏡']",4,水,中,眼,鏡,,,
水中翼,"['水', '中', '翼']",3,水,中,翼,,,,
水中翼船,"['水', '中', '翼', '船']",4,水,中,翼,船,,,
水中肺,"['水', '中', '肺']",3,水,中,肺,,,,
水中銃,"['水', '中', '銃']",3,水,中,銃,,,,
水主,"['水', '主']",2,水,主,,,,,
水亀,"['水', '亀']",2,水,亀,,,,,
水仕女,"['水', '仕', '女']",3,水,仕,女,,,,
水位標,"['水', '位', '標']",3,水,位,標,,,,
水位計,"['水', '位', '計']",3,水,位,計,,,,
水俣病,"['水', '俣', '病']",3,水,俣,病,,,,
水元草,"['水', '元', '草']",3,水,元,草,,,,
水先人,"['水', '先', '人']",3,水,先,人,,,,
水先案内人,"['水', '先', '案', '内', '人']",5,水,先,案,内,人,,
水兵服,"['水', '兵', '服']",3,水,兵,服,,,,
水再生,"['水', '再', '生']",3,水,再,生,,,,
水冷式,"['水', '冷', '式']",3,水,冷,式,,,,
水凪鳥,"['水', '凪', '鳥']",3,水,凪,鳥,,,,
水出,"['水', '出']",2,水,出,,,,,
水分子,"['水', '分', '子']",3,水,分,子,,,,
水分活性,"['水', '分', '活', '性']",4,水,分,活,性,,,
水分補給,"['水', '分', '補', '給']",4,水,分,補,給,,,
水切棚,"['水', '切', '棚']",3,水,切,棚,,,,
水利権,"['水', '利', '権']",3,水,利,権,,,,
水利組合,"['水', '利', '組', '合']",4,水,利,組,合,,,
水利部,"['水', '利', '部']",3,水,利,部,,,,
水制,"['水', '制']",2,水,制,,,,,
水前寺海苔,"['水', '前', '寺', '海', '苔']",5,水,前,寺,海,苔,,
水力学,"['水', '力', '学']",3,水,力,学,,,,
水力発電,"['水', '力', '発', '電']",4,水,力,発,電,,,
水力発電所,"['水', '力', '発', '電', '所']",5,水,力,発,電,所,,
水力破砕,"['水', '力', '破', '砕']",4,水,力,破,砕,,,
水力電気,"['水', '力', '電', '気']",4,水,力,電,気,,,
水化,"['水', '化']",2,水,化,,,,,
水化物,"['水', '化', '物']",3,水,化,物,,,,
水千鳥,"['水', '千', '鳥']",3,水,千,鳥,,,,
水危機,"['水', '危', '機']",3,水,危,機,,,,
水名,"['水', '名']",2,水,名,,,,,
水向日葵,"['水', '向', '日', '葵']",4,水,向,日,葵,,,
水和,"['水', '和']",2,水,和,,,,,
水和物,"['水', '和', '物']",3,水,和,物,,,,
水喧嘩,"['水', '喧', '嘩']",3,水,喧,嘩,,,,
水圏,"['水', '圏']",2,水,圏,,,,,
水圏科学,"['水', '圏', '科', '学']",4,水,圏,科,学,,,
水圧機,"['水', '圧', '機']",3,水,圧,機,,,,
水圧破砕法,"['水', '圧', '破', '砕', '法']",5,水,圧,破,砕,法,,
水圧計,"['水', '圧', '計']",3,水,圧,計,,,,
水垣,"['水', '垣']",2,水,垣,,,,,
水場,"['水', '場']",2,水,場,,,,,
水塊,"['水', '塊']",2,水,塊,,,,,
水墨山水,"['水', '墨', '山', '水']",4,水,墨,山,水,,,
水墨画,"['水', '墨', '画']",3,水,墨,画,,,,
水壕,"['水', '壕']",2,水,壕,,,,,
水声社,"['水', '声', '社']",3,水,声,社,,,,
水大砲,"['水', '大', '砲']",3,水,大,砲,,,,
水大蜥蜴,"['水', '大', '蜥', '蜴']",4,水,大,蜥,蜴,,,
水天彷彿,"['水', '天', '彷', '彿']",4,水,天,彷,彿,,,
水天循環,"['水', '天', '循', '環']",4,水,天,循,環,,,
水天髣髴,"['水', '天', '髣', '髴']",4,水,天,髣,髴,,,
水媒花,"['水', '媒', '花']",3,水,媒,花,,,,
水子供養,"['水', '子', '供', '養']",4,水,子,供,養,,,
水子地蔵,"['水', '子', '地', '蔵']",4,水,子,地,蔵,,,
水字貝,"['水', '字', '貝']",3,水,字,貝,,,,
水害地,"['水', '害', '地']",3,水,害,地,,,,
水害地域,"['水', '害', '地', '域']",4,水,害,地,域,,,
水害対策,"['水', '害', '対', '策']",4,水,害,対,策,,,
水害防備林,"['水', '害', '防', '備', '林']",5,水,害,防,備,林,,
水密,"['水', '密']",2,水,密,,,,,
水密扉,"['水', '密', '扉']",3,水,密,扉,,,,
水尾,"['水', '尾']",2,水,尾,,,,,
水平分布,"['水', '平', '分', '布']",4,水,平,分,布,,,
水平分業,"['水', '平', '分', '業']",4,水,平,分,業,,,
水平動,"['水', '平', '動']",3,水,平,動,,,,
水平器,"['水', '平', '器']",3,水,平,器,,,,
水平尾翼,"['水', '平', '尾', '翼']",4,水,平,尾,翼,,,
水平展開,"['水', '平', '展', '開']",4,水,平,展,開,,,
水平応力,"['水', '平', '応', '力']",4,水,平,応,力,,,
水平思考,"['水', '平', '思', '考']",4,水,平,思,考,,,
水平情報検査,"['水', '平', '情', '報', '検', '査']",6,水,平,情,報,検,査,
水平方向,"['水', '平', '方', '向']",4,水,平,方,向,,,
水平磁気記録,"['水', '平', '磁', '気', '記', '録']",6,水,平,磁,気,記,録,
水平社,"['水', '平', '社']",3,水,平,社,,,,
水平線,"['水', '平', '線']",3,水,平,線,,,,
水平翼,"['水', '平', '翼']",3,水,平,翼,,,,
水平走査周波数,"['水', '平', '走', '査', '周', '波', '数']",7,水,平,走,査,周,波,数
水平距離,"['水', '平', '距', '離']",4,水,平,距,離,,,
水平軸,"['水', '平', '軸']",3,水,平,軸,,,,
水平飛行,"['水', '平', '飛', '行']",4,水,平,飛,行,,,
水引幕,"['水', '引', '幕']",3,水,引,幕,,,,
水引蟹,"['水', '引', '蟹']",3,水,引,蟹,,,,
水彩画家,"['水', '彩', '画', '家']",4,水,彩,画,家,,,
水彩紙,"['水', '彩', '紙']",3,水,彩,紙,,,,
水彩絵具,"['水', '彩', '絵', '具']",4,水,彩,絵,具,,,
水彩色鉛筆,"['水', '彩', '色', '鉛', '筆']",5,水,彩,色,鉛,筆,,
水循環,"['水', '循', '環']",3,水,循,環,,,,
水性塗料,"['水', '性', '塗', '料']",4,水,性,塗,料,,,
水成論,"['水', '成', '論']",3,水,成,論,,,,
水戸,"['水', '戸']",2,水,戸,,,,,
水戸黄門,"['水', '戸', '黄', '門']",4,水,戸,黄,門,,,
水手,"['水', '手']",2,水,手,,,,,
水指,"['水', '指']",2,水,指,,,,,
水掻千鳥,"['水', '掻', '千', '鳥']",4,水,掻,千,鳥,,,
水撃,"['水', '撃']",2,水,撃,,,,,
水文,"['水', '文']",2,水,文,,,,,
水文地質学,"['水', '文', '地', '質', '学']",5,水,文,地,質,学,,
水文学,"['水', '文', '学']",3,水,文,学,,,,
水斑,"['水', '斑']",2,水,斑,,,,,
水族,"['水', '族']",2,水,族,,,,,
水族園,"['水', '族', '園']",3,水,族,園,,,,
水晶体,"['水', '晶', '体']",3,水,晶,体,,,,
水晶婚式,"['水', '晶', '婚', '式']",4,水,晶,婚,式,,,
水晶振動子,"['水', '晶', '振', '動', '子']",5,水,晶,振,動,子,,
水晶時計,"['水', '晶', '時', '計']",4,水,晶,時,計,,,
水晶玉,"['水', '晶', '玉']",3,水,晶,玉,,,,
水晶球,"['水', '晶', '球']",3,水,晶,球,,,,
水晶貝,"['水', '晶', '貝']",3,水,晶,貝,,,,
水曜,"['水', '曜']",2,水,曜,,,,,
水曜日,"['水', '曜', '日']",3,水,曜,日,,,,
水月会,"['水', '月', '会']",3,水,月,会,,,,
水木金,"['水', '木', '金']",3,水,木,金,,,,
水松色,"['水', '松', '色']",3,水,松,色,,,,
水松茶,"['水', '松', '茶']",3,水,松,茶,,,,
水松貝,"['水', '松', '貝']",3,水,松,貝,,,,
水松食,"['水', '松', '食']",3,水,松,食,,,,
水松食貝,"['水', '松', '食', '貝']",4,水,松,食,貝,,,
水栓,"['水', '栓']",2,水,栓,,,,,
水桶,"['水', '桶']",2,水,桶,,,,,
水棲動物,"['水', '棲', '動', '物']",4,水,棲,動,物,,,
水楢,"['水', '楢']",2,水,楢,,,,,
水様,"['水', '様']",2,水,様,,,,,
水様液,"['水', '様', '液']",3,水,様,液,,,,
水槽車,"['水', '槽', '車']",3,水,槽,車,,,,
水機関,"['水', '機', '関']",3,水,機,関,,,,
水歯磨,"['水', '歯', '磨']",3,水,歯,磨,,,,
水死体,"['水', '死', '体']",3,水,死,体,,,,
水死者,"['水', '死', '者']",3,水,死,者,,,,
水毒,"['水', '毒']",2,水,毒,,,,,
水水母,"['水', '水', '母']",3,水,水,母,,,,
水氷,"['水', '氷']",2,水,氷,,,,,
水没車,"['水', '没', '車']",3,水,没,車,,,,
水治療法,"['水', '治', '療', '法']",4,水,治,療,法,,,
水注,"['水', '注']",2,水,注,,,,,
水泳大会,"['水', '泳', '大', '会']",4,水,泳,大,会,,,
水泳帽,"['水', '泳', '帽']",3,水,泳,帽,,,,
水泳着,"['水', '泳', '着']",3,水,泳,着,,,,
水泳競技,"['水', '泳', '競', '技']",4,水,泳,競,技,,,
水泳者,"['水', '泳', '者']",3,水,泳,者,,,,
水泳部,"['水', '泳', '部']",3,水,泳,部,,,,
水洗便所,"['水', '洗', '便', '所']",4,水,洗,便,所,,,
水洗式便所,"['水', '洗', '式', '便', '所']",5,水,洗,式,便,所,,
水涯,"['水', '涯']",2,水,涯,,,,,
水深計,"['水', '深', '計']",3,水,深,計,,,,
水添,"['水', '添']",2,水,添,,,,,
